"x1","x2","x3","y"
27.7591973244147,20.7190635451505,42.6086956521739,5.37443841775371
54.8494983277592,10.1839464882943,33.9464882943144,6.71509347812737
97.3244147157191,15.8026755852843,58.0602006688963,1.47958180898867
39.7993311036789,62.5083612040134,53.8461538461538,8.87097999569821
17.056856187291,37.5752508361204,5.85284280936455,6.98863699786052
93.6454849498328,36.1705685618729,52.4414715719064,6.11501910319435
85.9531772575251,18.9632107023411,1.87290969899666,7.23133520282547
82.6086956521739,4.91638795986622,23.1772575250836,7.21830147003448
57.190635451505,6.32107023411371,61.8060200668896,7.11651233503041
34.4481605351171,17.2073578595318,18.2608695652174,8.46534045241327
77.257525083612,26.3377926421405,33.2441471571906,6.01960620197947
36.4548494983278,11.2374581939799,32.3076923076923,7.59086761544123
8.36120401337793,56.8896321070234,47.7591973244147,4.33924162056723
66.5551839464883,73.7458193979933,42.3745819397993,7.12749773755313
51.505016722408,16.505016722408,19.6655518394649,4.79507175470263
94.6488294314381,23.1772575250836,48.2274247491639,5.90198999263825
55.1839464882943,101.839464882943,17.0903010033445,8.54084308267361
58.1939799331104,98.6789297658863,30.4347826086957,8.16540254932381
51.1705685618729,68.4782608695652,3.51170568561873,5.19808107904117
75.5852842809364,102.892976588629,44.0133779264214,5.70171124318222
14.7157190635452,89.5484949832776,34.180602006689,5.95844779647008
7.69230769230769,22.8260869565217,9.36454849498328,5.21905240204628
59.5317725752508,33.3612040133779,25.0501672240803,2.0106407664877
40.4682274247492,61.8060200668896,2.10702341137124,6.89973345462344
87.6254180602007,28.4448160535117,42.1404682274247,1.64490832196684
64.5484949832776,27.742474916388,52.2073578595318,5.08962475881263
6.02006688963211,89.1973244147157,28.7959866220736,9.21613881207176
9.03010033444816,24.5819397993311,18.7290969899666,5.11542340238631
77.5919732441472,71.6387959866221,15.685618729097,8.35943140389938
75.9197324414716,24.933110367893,3.04347826086957,3.81481226233747
15.3846153846154,9.1304347826087,34.4147157190635,8.74862083388937
45.4849498327759,76.9063545150502,6.78929765886288,7.79911179056775
87.9598662207358,66.0200668896321,35.5852842809365,3.45681999609578
32.1070234113712,96.5719063545151,67.4247491638796,6.18793653816206
53.8461538461538,47.4080267558528,22.943143812709,5.17697027051705
71.2374581939799,0.351170568561873,62.0401337792642,3.60130546565192
80.9364548494983,69.5317725752508,45.8862876254181,4.95395526406182
41.4715719063545,104.648829431438,47.056856187291,8.46363059445895
90.6354515050167,29.4983277591973,19.1973244147157,5.90752384232894
