"x1","x2","x3","y"
88.1254169446298,64.0927284856571,54.869913275517,12.0097334188093
94.3962641761174,36.5643762508339,53.2354903268846,3.46584973576116
11.1407605070047,12.9586390927285,51.7878585723816,7.22052659591678
63.1087391594396,40.5570380253502,67.5250166777852,3.85886835718361
94.9299533022015,76.2808539026017,41.7478318879253,5.88061916117377
9.93995997331554,88.2588392261508,8.87258172114743,9.84350044346257
40.7605070046698,53.025350233489,39.0860573715811,9.02621906379171
30.7538358905937,59.1894596397598,56.6444296197465,7.59669464913704
16.5443629086057,58.1387591727819,57.2048032021348,5.47723087075872
5.80386924616411,2.24149432955304,47.5850567044696,7.74417136188541
18.4789859906604,76.7711807871915,33.1087391594396,6.42948401000859
70.9806537691795,8.40560373582388,35.6304202801868,4.10000668793793
60.5070046697799,19.9633088725817,28.6257505003336,5.47724332989941
26.9513008672448,91.8312208138759,48.3789192795197,5.98986111835933
57.0380253502335,61.6410940627085,45.4369579719813,7.09207805138864
79.8532354903269,97.8552368245497,5.32354903268846,8.63939600663887
2.06804536357572,14.8498999332889,24.1427618412275,4.43649158738848
58.9726484322882,14.0093395597065,15.3635757171448,2.00977621371673
55.3035356904603,33.552368245497,62.4349566377585,7.35484855919368
71.9146097398266,78.5223482321548,44.8765843895931,3.4579695123413
53.0353569046031,83.9159439626418,9.10607071380921,7.41644087136709
1.13408939292862,9.66644429619747,4.57638425617078,3.38397108253681
36.7578385590394,59.7498332221481,45.7638425617078,10.6155528861918
79.7198132088059,1.61107404936624,10.787191460974,1.87232506213856
92.5283522348232,59.3995997331554,13.2154769846564,4.09428499590455
3.13542361574383,77.1214142761841,25.5436957971981,-1.78261197423891
37.9586390927285,85.3869246164109,31.7545030020013,5.34453811669067
63.6424282855237,77.2615076717812,2.33488992661775,4.79640605293034
35.9573048699133,81.0440293529019,26.711140760507,8.84760699058152
58.1054036024016,19.8932621747832,12.0480320213476,6.51032036068619
95.7304869913276,28.4389593062041,56.6911274182789,0.184128659484804
78.8525683789193,57.2981987991995,26.3375583722482,8.9462284185678
90.79386257505,56.1074049366244,38.292194796531,6.26787973083765
9.87324883255504,89.3795863909273,63.4623082054703,10.5435073639612
50.9006004002668,48.8925950633756,42.5416944629753,9.95890960456689
14.209472981988,80.9039359573049,55.1034022681788,7.46265575476185
73.2488325550367,103.879252835223,42.63509006004,1.43656603961895
91.3275517011341,62.2014676450967,33.9026017344897,3.78207132666448
56.2374916611074,73.549032688459,0.887258172114743,9.00909255910053
25.3502334889927,7.84523015343562,46.8845897264843,8.6703000960743
42.6951300867245,3.29219479653102,24.2828552368245,2.8174547634402
50.5003335557038,65.2134756504336,67.898599066044,10.0808165038836
64.8432288192128,4.13275517011341,32.6417611741161,4.68541384625061
77.4516344229486,84.6864576384256,63.415610406938,8.52628147819044
48.7658438959306,33.2021347565043,19.7531687791861,8.41156884642647
56.6377585056704,17.231487658439,31.6144096064043,4.13928277633401
74.6497665110073,80.4136090727151,6.77118078719146,7.49962164002217
18.5456971314209,93.162108072048,49.8265510340227,5.79299906409968
72.2481654436291,41.2575050033356,24.9366244162775,9.43528416787991
